accX,accY,accZ
1.1629639,-2.4037628,9.065033
1.1438141,-2.360672,8.998001
1.2108612,-2.3271484,9.045883
1.2204285,-2.3175812,9.031509
1.1629639,-2.2936401,9.060242
1.1821289,-2.3750305,9.112915
1.1725464,-2.2984161,9.246994
1.1533966000000002,-2.2840576,9.270935
1.1773376,-2.3271484,9.208679
1.2012787,-2.3032074,9.357117
1.1869202,-2.3654633,9.472046
1.0911407,-2.3654633,9.156006
1.095932,-2.336731,9.337967
1.0671997,-2.3175812,9.084183
1.0336761,-2.3558807,9.357117
1.0767822,-2.360672,9.151230000000002
1.0241089,-2.3510895,9.270935
1.0671997,-2.3319397,9.093765
1.095932,-2.2984161,9.40979
1.1102905,-2.3415222,9.112915
1.1725464,-2.3558807,9.381073
1.1869202,-2.3510895,9.146439
1.1916962,-2.3702545,9.251785000000002
1.2683105,-2.3894043,9.117706
1.2635345,-2.3558807,9.223053
1.2970428,-2.4277039,9.184738
1.2491608,-2.446869,9.088974
1.2348022,-2.4277039,9.280502
1.2108612,-2.408554,9.117706
1.1486053,-2.4420776,9.299667
1.1821289,-2.408554,9.002777
1.1533966000000002,-2.3989716,9.280502
1.1964874,-2.3702545,9.050659
1.1677551,-2.336731,9.256561
1.095932,-2.360672,9.007568
1.0767822,-2.2984161,9.261353
1.095932,-2.2792664,8.954895
1.0815735,-2.2649078,9.132065
1.1055145,-2.2936401,9.0985565
1.1055145,-2.2553253,9.050659
1.095932,-2.2553253,9.208679
1.1150818,-2.2649078,9.036301000000002
1.119873,-2.2553253,9.280502
1.1342468,-2.2553253,9.108124
1.119873,-2.250534,9.0746155
1.1246643,-2.2361755,9.0746155
1.0671997,-2.2409668,8.978835999999998
1.0767822,-2.269699,9.0985565
1.0863495,-2.2313843,8.993209999999998
1.0193176,-2.2792664,9.165588
0.9762268,-2.2553253,9.065033
1.0576324,-2.3079987,9.203888
1.0097351,-2.3271484,8.993209999999998
1.0097351,-2.2984161,9.160797
1.0528412,-2.3702545,9.01236
1.0480499,-2.31279,9.146439
1.0528412,-2.3223572,9.01236
1.0815735,-2.360672,9.065033
1.1007233,-2.360672,9.165588
1.119873,-2.3271484,8.950103999999998
1.1342468,-2.336731,9.069824
1.1486053,-2.3654633,9.002777
1.1486053,-2.3271484,8.954895
1.1390228,-2.3415222,9.1033325
1.1055145,-2.4037628,9.122498
1.1629639,-2.4037628,9.093765
1.1725464,-2.3654633,9.132065
1.1581879,-2.3654633,9.175171
1.1773376,-2.3654633,9.175171
1.1964874,-2.3319397,9.093765
1.1150818,-2.2984161,9.156006
1.1294556,-2.2888489,9.108124
1.0911407,-2.3223572,8.978835999999998
1.1581879,-2.3079987,9.01236
