accX,accY,accZ
-0.029327393,-1.6232605,9.299667
-0.0053863525,-1.6424103,9.21347
-0.024536133,-1.6567688,9.385849
-0.0005950928,-1.6184692,9.203888
-0.07720947,-1.6711426,9.452896
-0.058059692,-1.613678,9.246994
-0.08200073,-1.5849457,9.357117
-0.09635925,-1.6567688,9.462463
0.004196167,-1.6519928,9.323608
-0.10594177,-1.6328278,9.452896
-0.029327393,-1.6280518,9.251785000000002
-0.06762695000000002,-1.613678,9.433731
-0.09635925,-1.6902924,9.433731
-0.12509155,-1.6280518,9.270935
-0.07720947,-1.6663513,9.491196
-0.15861511,-1.7333832,9.266144
-0.13946533,-1.7142334,9.457687000000002
-0.14424133,-1.7238159,9.572601
-0.10115051000000001,-1.6711426,9.337967
-0.17297362999999996,-1.6998749,9.577393
-0.14424133,-1.6902924,9.448105000000002
-0.12030029,-1.6663513,9.366699
-0.13467407,-1.6807251,9.519928
-0.043685913,-1.6519928,9.218262
-0.10594177,-1.613678,9.472046
-0.13946533,-1.6902924,9.361908
-0.11552429,-1.7046661,9.179947
-0.10115051000000001,-1.6424103,9.448105000000002
-0.048477173,-1.637619,9.2374115
-0.048477173,-1.6232605,9.333176000000002
-0.053268433,-1.6280518,9.462463
-0.038909912,-1.637619,9.218262
-0.11552429,-1.66156,9.505569
-0.06762695000000002,-1.6759338,9.366699
-0.053268433,-1.6663513,9.347549
-0.043685913,-1.637619,9.3954315
-0.053268433,-1.613678,9.266144
-0.13946533,-1.5801544,9.376282
-0.11073303,-1.5945282,9.256561
-0.06285095,-1.5993195,9.299667
-0.10115051000000001,-1.6184692,9.3284
-0.13467407,-1.5418549,9.127274
-0.11552429,-1.6088867,9.299667
-0.12988281,-1.5466461,9.21347
-0.12509155,-1.6041107,9.376282
-0.15382385,-1.6519928,9.452896
-0.10594177,-1.6567688,9.366699
-0.12030029,-1.637619,9.472046
-0.12030029,-1.66156,9.0985565
-0.09635925,-1.6472015,9.141647
-0.12509155,-1.7190247,9.117706
-0.08679199,-1.6711426,9.060242
-0.12988281,-1.7046661,9.452896
-0.053268433,-1.7333832,9.179947
-0.08200073,-1.6280518,9.39064
-0.10115051000000001,-1.7333832,9.21347
-0.15861511,-1.7142334,9.39064
-0.24481201,-1.7286072,9.3954315
-0.28311157,-1.7381744,8.993209999999998
-0.33099365,-1.7429657,9.175171
-0.2974701,-1.7094421,8.998001
-0.3070526,-1.747757,9.357117
-0.24958801,-1.7238159,9.630066
-0.20170593,-1.6902924,9.314026
-0.19691467,-1.6519928,9.462463
-0.16819763,-1.6184692,9.23262
-0.13946533,-1.5993195,9.2374115
-0.14424133,-1.6184692,9.323608
-0.18255615,-1.6328278,9.127274
-0.12509155,-1.5753784,9.290085
-0.13467407,-1.5753784,9.165588
-0.06762695000000002,-1.5562134,9.23262
-0.09158325,-1.5514374,9.266144
-0.10594177,-1.5610046,9.132065
-0.07720947,-1.5897369,9.3714905
-0.10115051000000001,-1.5993195,9.285294
-0.13467407,-1.6424103,9.405014
-0.14424133,-1.6184692,9.452896
-0.15861511,-1.6280518,9.405014
-0.19691467,-1.6088867,9.405014
-0.1777649,-1.613678,9.438522
-0.19213867,-1.5849457,9.385849
-0.12988281,-1.5897369,9.337967
-0.11073303,-1.5705872,9.294876
-0.12030029,-1.5945282,9.280502
-0.10594177,-1.5753784,9.39064
-0.058059692,-1.5753784,9.419373
-0.09635925,-1.6088867,9.290085
-0.12988281,-1.5705872,9.314026
-0.07720947,-1.5610046,9.314026
-0.043685913,-1.6041107,9.376282
-0.014968872,-1.6088867,9.242203000000002
-0.019744873,-1.6472015,9.275726
-0.019744873,-1.613678,9.189529
-0.06285095,-1.6855011,9.309235
-0.048477173,-1.6998749,9.304459
-0.058059692,-1.7238159,9.438522
-0.11073303,-1.7046661,9.3284
-0.038909912,-1.7525482,9.381073
-0.11552429,-1.7190247,9.39064
-0.13946533,-1.6328278,9.1033325
-0.12988281,-1.6424103,9.333176000000002
-0.15382385,-1.637619,9.428955
-0.09635925,-1.5801544,9.189529
-0.12988281,-1.6424103,9.3954315
-0.09635925,-1.5993195,9.165588
-0.11552429,-1.6519928,9.357117
-0.15861511,-1.6663513,9.323608
-0.12509155,-1.6711426,9.352341
-0.1777649,-1.6807251,9.452896
-0.1490326,-1.6855011,9.179947
-0.14424133,-1.6280518,9.428955
-0.12030029,-1.66156,9.270935
-0.12030029,-1.6567688,9.405014
-0.10594177,-1.6711426,9.357117
-0.07720947,-1.6328278,9.261353
-0.10594177,-1.6041107,9.337967
-0.08200073,-1.6519928,9.146439
-0.053268433,-1.613678,9.357117
-0.10594177,-1.6041107,9.184738
-0.11073303,-1.5610046,9.299667
-0.12030029,-1.5801544,9.347549
-0.07241820999999998,-1.5801544,9.280502
-0.12030029,-1.5945282,9.610916
-0.07720947,-1.613678,9.419373
-0.16819763,-1.637619,9.558243
-0.15861511,-1.6472015,9.476837
-0.12988281,-1.637619,9.333176000000002
-0.11073303,-1.637619,9.510345
-0.12509155,-1.6280518,9.261353
-0.1490326,-1.7286072,9.462463
-0.12030029,-1.66156,9.323608
-0.043685913,-1.637619,9.347549
-0.058059692,-1.6950836,9.242203000000002
-0.058059692,-1.6184692,9.227844
-0.07720947,-1.5610046,9.5295105
-0.12988281,-1.5849457,9.256561
-0.10115051000000001,-1.613678,9.342758
-0.14424133,-1.6184692,9.17038
-0.11073303,-1.6232605,9.21347
-0.10115051000000001,-1.6519928,9.304459
-0.17297362999999996,-1.6232605,9.179947
-0.1490326,-1.5849457,9.275726
-0.1777649,-1.6328278,9.112915
-0.16819763,-1.613678,9.203888
-0.1777649,-1.6232605,9.189529
-0.14424133,-1.5945282,9.031509
-0.24481201,-1.6184692,9.218262
-0.16340637,-1.5897369,9.227844
-0.24002075,-1.5466461,9.266144
-0.1777649,-1.5466461,9.299667
-0.25437927,-1.5514374,9.203888
-0.17297362999999996,-1.5993195,9.275726
-0.20170593,-1.5753784,9.266144
-0.19691467,-1.5897369,9.357117
-0.16340637,-1.5705872,9.314026
-0.20649719,-1.637619,9.448105000000002
-0.17297362999999996,-1.6424103,9.381073
-0.12030029,-1.6328278,9.333176000000002
-0.11552429,-1.6855011,9.491196
-0.11552429,-1.6519928,9.357117
-0.08679199,-1.6950836,9.342758
-0.12030029,-1.6807251,9.357117
-0.11073303,-1.6902924,9.347549
-0.043685913,-1.6759338,9.357117
-0.07720947,-1.6902924,9.347549
-0.08679199,-1.6759338,9.294876
-0.043685913,-1.6567688,9.270935
-0.043685913,-1.6424103,9.314026
-0.029327393,-1.6088867,9.314026
-0.019744873,-1.6041107,9.333176000000002
-0.048477173,-1.6280518,9.323608
-0.08679199,-1.637619,9.400223
-0.058059692,-1.6424103,9.39064
-0.019744873,-1.5801544,9.414581
-0.06762695000000002,-1.5753784,9.385849
-0.10594177,-1.5657959,9.424164
-0.058059692,-1.5562134,9.361908
-0.07241820999999998,-1.5801544,9.381073
-0.09158325,-1.5705872,9.385849
-0.13467407,-1.5322723,9.352341
-0.11073303,-1.5705872,9.40979
-0.08200073,-1.5322723,9.333176000000002
-0.12030029,-1.6280518,9.39064
-0.15861511,-1.6088867,9.347549
-0.11073303,-1.6088867,9.428955
-0.12988281,-1.5945282,9.424164
-0.09158325,-1.6232605,9.352341
-0.11073303,-1.6041107,9.366699
-0.13946533,-1.5562134,9.261353
-0.09158325,-1.5945282,9.270935
-0.12988281,-1.5418549,9.294876
-0.07241820999999998,-1.5753784,9.141647
-0.12509155,-1.5849457,9.117706
-0.1490326,-1.6328278,9.218262
-0.14424133,-1.5801544,9.194321
-0.11552429,-1.6232605,9.175171
-0.12030029,-1.6280518,9.208679
-0.12988281,-1.6424103,9.146439
-0.15861511,-1.6184692,9.208679
-0.12988281,-1.5801544,9.184738
-0.16340637,-1.5753784,9.23262
-0.12509155,-1.613678,9.189529
-0.20170593,-1.5897369,9.275726
-0.17297362999999996,-1.6424103,9.256561
-0.14424133,-1.5945282,9.314026
-0.16340637,-1.6184692,9.280502
-0.13946533,-1.6184692,9.314026
-0.15382385,-1.613678,9.385849
-0.14424133,-1.6280518,9.3954315
-0.15382385,-1.5849457,9.3714905
-0.12509155,-1.5657959,9.400223
-0.12509155,-1.5753784,9.3954315
-0.13467407,-1.498764,9.40979
-0.14424133,-1.5705872,9.40979
-0.10594177,-1.5179138,9.381073
-0.10115051000000001,-1.5514374,9.347549
-0.10594177,-1.5370636,9.352341
-0.08200073,-1.5610046,9.385849
-0.10594177,-1.5657959,9.357117
-0.058059692,-1.5610046,9.400223
-0.09158325,-1.5945282,9.3954315
-0.08200073,-1.5610046,9.40979
-0.12509155,-1.5897369,9.438522
-0.09158325,-1.5370636,9.400223
-0.13467407,-1.5753784,9.448105000000002
-0.08200073,-1.5610046,9.366699
-0.08200073,-1.5227051,9.304459
-0.10594177,-1.5562134,9.318817
-0.07720947,-1.5562134,9.314026
-0.12509155,-1.5370636,9.318817
-0.019744873,-1.5562134,9.357117
-0.07241820999999998,-1.5370636,9.352341
-0.08200073,-1.498764,9.309235
-0.058059692,-1.5131226,9.323608
-0.08200073,-1.50354,9.242203000000002
-0.058059692,-1.50354,9.242203000000002
-0.038909912,-1.5083313,9.3284
-0.038909912,-1.5227051,9.266144
-0.07720947,-1.4939728,9.285294
-0.12030029,-1.5562134,9.314026
-0.12509155,-1.5131226,9.261353
-0.09635925,-1.4843903,9.299667
-0.12509155,-1.479599,9.323608
-0.09635925,-1.4939728,9.270935
-0.09635925,-1.5562134,9.314026
-0.12030029,-1.5370636,9.428955
-0.10594177,-1.5322723,9.347549
-0.07241820999999998,-1.5274963,9.318817
-0.08679199,-1.5370636,9.314026
-0.10594177,-1.4939728,9.314026
-0.12030029,-1.4700317,9.17038
-0.10115051000000001,-1.4412994,9.208679
-0.12509155,-1.4460907,9.122498
-0.09635925,-1.450882,9.179947
-0.08679199,-1.4412994,9.203888
-0.10115051000000001,-1.474823,9.218262
-0.16819763,-1.5274963,9.227844
-0.17297362999999996,-1.498764,9.2374115
-0.10594177,-1.5131226,9.23262
-0.12988281,-1.5274963,9.069824
-0.12030029,-1.5705872,8.926163
-0.08679199,-1.5849457,8.935745
-0.08679199,-1.5370636,9.01236
-0.0053863525,-1.50354,9.088974
-0.029327393,-1.5562134,9.21347
0.037704468,-1.6088867,9.294876
-0.029327393,-1.613678,9.472046
-0.043685913,-1.6328278,9.601334
-0.09158325,-1.6519928,9.472046
-0.16819763,-1.6711426,9.381073
-0.20170593,-1.5993195,9.218262
-0.19213867,-1.6232605,9.270935
-0.20649719,-1.5849457,9.366699
-0.14424133,-1.6519928,9.515137
-0.18255615,-1.6519928,9.56781
-0.15861511,-1.6663513,9.582184
-0.17297362999999996,-1.6567688,9.3954315
-0.12030029,-1.6950836,9.318817
-0.09158325,-1.7238159,9.285294
-0.10115051000000001,-1.7094421,9.314026
-0.10115051000000001,-1.747757,9.127274
-0.08200073,-1.6472015,9.160797
-0.058059692,-1.6184692,9.0985565
-0.10594177,-1.6902924,9.246994
-0.13946533,-1.7333832,9.218262
-0.14424133,-1.7333832,9.419373
-0.16340637,-1.7046661,9.515137
-0.18255615,-1.6711426,9.280502
-0.18255615,-1.6567688,9.357117
-0.24958801,-1.5945282,9.491196
-0.2974701,-1.613678,9.333176000000002
-0.28790283,-1.5993195,9.510345
-0.2926941,-1.5418549,9.323608
-0.28311157,-1.5993195,9.400223
-0.2783203,-1.5657959,9.510345
-0.25437927,-1.5562134,9.290085
-0.28790283,-1.5083313,9.534302
-0.24481201,-1.5753784,9.405014
-0.21607971,-1.5753784,9.476837
-0.19213867,-1.6184692,9.539078000000002
-0.18734741,-1.5945282,9.352341
-0.16340637,-1.6088867,9.620483
-0.15382385,-1.5897369,9.3714905
-0.21128845,-1.5657959,9.534302
-0.11552429,-1.5753784,9.452896
-0.13467407,-1.5993195,9.414581
-0.08200073,-1.5801544,9.515137
-0.058059692,-1.5705872,9.381073
-0.11073303,-1.5801544,9.414581
-0.048477173,-1.5849457,9.342758
-0.06762695000000002,-1.5610046,9.323608
-0.07720947,-1.613678,9.428955
-0.038909912,-1.6041107,9.223053
-0.024536133,-1.5945282,9.357117
0.004196167,-1.5801544,9.242203000000002
0.004196167,-1.6280518,9.309235
-0.024536133,-1.66156,9.318817
0.013763428,-1.6280518,9.127274
-0.0053863525,-1.6663513,9.3284
