accX,accY,accZ
0.18972778,-3.3237457,9.222458
0.22325134,-3.2950134,9.1458435
0.15621948,-3.357254,9.174561
0.15621948,-3.3812103,9.188934
0.18014526,-3.3907776,9.203293
0.14665222,-3.3620453,9.313431
0.17059326,-3.3812103,9.318222
0.18972778,-3.328537,9.361313
0.21366882,-3.3476868,9.30864
0.21366882,-3.3189545,9.217667
0.22325134,-3.2471313,9.174561
0.22325134,-3.2758636,9.102737
0.23760986,-3.2566986,9.126678
0.29507446,-3.3237457,9.126678
0.31422424,-3.328537,9.13147
0.26634216,-3.3381042,9.169785
0.29507446,-3.3668365,9.040497
0.26634216,-3.3859863,9.126678
0.27592468,-3.376419,9.121902
0.2040863,-3.3189545,9.141052
0.25198364,-3.3428955,9.141052
0.21366882,-3.3428955,9.188934
0.22802734,-3.2519226,9.13147
0.17059326,-3.3428955,9.1458435
0.18972778,-3.2950134,9.097946
0.19451904,-3.3141632,9.11232
0.20887756,-3.2614899,9.246399
0.24240112,-3.328537,9.27034
0.2040863,-3.352478,9.193726
0.2040863,-3.3428955,9.241608
0.24719238,-3.309372,9.265549
0.25198364,-3.3428955,9.1506195
0.24719238,-3.3620453,9.184143
0.27113342,-3.352478,9.222458
0.2902832,-3.3907776,9.126678
0.29507446,-3.4338684,9.117111
0.30464172,-3.4338684,9.184143
0.2615509,-3.4626007,9.1458435
0.3190155,-3.4626007,9.222458
0.29986572,-3.443451,9.1458435
0.27592468,-3.4290924,9.179352
0.22802734,-3.443451,9.088379
0.26634216,-3.4290924,9.136261
0.23760986,-3.4578247,9.126678
0.2328186,-3.443451,9.136261
0.2615509,-3.4578247,9.160202000000002
0.25198364,-3.4721832,9.126678
0.22802734,-3.3955688,9.212875
0.21846008,-3.4243011,9.121902
0.22325134,-3.4530334,9.164993
0.2040863,-3.515274,9.164993
0.21366882,-3.491333,9.188934
0.23760986,-3.4147186,9.13147
0.25675964,-3.4865417,9.088379
0.2615509,-3.467392,9.155411
0.2615509,-3.4961243,9.160202000000002
0.24240112,-3.4386597,9.174561
0.23760986,-3.4721832,9.074005
0.22325134,-3.4769745,9.102737
0.19451904,-3.4721832,9.198517
0.18014526,-3.467392,9.179352
0.24240112,-3.4961243,9.069229000000002
0.2040863,-3.4386597,9.11232
0.1993103,-3.5248566,9.121902
0.21846008,-3.5200653,9.126678
0.2040863,-3.4817657,9.164993
0.22325134,-3.4961243,9.064438
0.26634216,-3.4482422,9.107529
0.2328186,-3.467392,9.083588
0.22325134,-3.4817657,9.030914
0.2328186,-3.4721832,9.054855
0.23760986,-3.4386597,9.160202000000002
0.18493652,-3.4769745,9.227234
0.20887756,-3.4530334,9.1506195
0.18972778,-3.467392,9.236816
0.18972778,-3.4578247,9.193726
0.2040863,-3.3812103,9.141052
0.24719238,-3.4338684,9.074005
0.24240112,-3.443451,9.141052
0.22802734,-3.4099274,9.117111
0.25675964,-3.443451,9.212875
0.22802734,-3.5057068,9.160202000000002
0.27113342,-3.4578247,9.11232
0.30464172,-3.4721832,9.054855
0.2328186,-3.5009155,9.09317
0.24240112,-3.4626007,9.069229000000002
0.28549194,-3.443451,9.136261
0.27592468,-3.4338684,9.064438
0.2328186,-3.4721832,9.074005
0.24719238,-3.467392,9.160202000000002
0.25198364,-3.534439,9.035706
0.20887756,-3.539215,9.107529
0.24719238,-3.491333,9.155411
0.21366882,-3.4721832,9.1458435
0.25675964,-3.5200653,9.097946
0.2615509,-3.4865417,9.203293
0.24240112,-3.5104828,9.074005
0.27113342,-3.491333,9.121902
0.26634216,-3.539215,9.13147
0.27592468,-3.539215,9.107529
0.2902832,-3.539215,9.126678
