accX,accY,accZ
0.29986572,-0.7284241,9.730026
0.33337402,-0.77630615,9.777908
0.31422424,-0.77153015,9.643829
0.29507446,-0.7810974,9.567215
0.23760986,-0.77630615,9.4427185
0.29507446,-0.7523651,9.476242
0.27592468,-0.77153015,9.591156
0.2615509,-0.77630615,9.615097
0.2615509,-0.7858887,9.777908
0.2615509,-0.83377075,9.945496
0.30943298,-0.8289795,10.117889000000002
0.27113342,-0.8098297,10.055634
0.35731506,-0.8241882299999999,10.074783
0.33337402,-0.8433532999999999,9.897614
0.38604736,-0.8194122299999999,9.883255
0.35253906,-0.8289795,9.682144
0.32859802,-0.8433532999999999,9.562424
0.3477478,-0.8194122299999999,9.528915
0.3190155,-0.84814453,9.50975
0.29507446,-0.814621,9.452301
0.29507446,-0.86250305,9.543274
0.25675964,-0.89123535,9.595947
0.27113342,-0.88165283,9.662979000000002
0.24719238,-0.8241882299999999,9.763535
0.29507446,-0.85292053,9.758759
0.30464172,-0.838562,9.840149
0.3190155,-0.8194122299999999,9.763535
0.30464172,-0.8050384499999998,9.868881
0.30464172,-0.8098297,9.883255
0.29986572,-0.76194763,9.715652
0.31422424,-0.7810974,9.801849
0.3477478,-0.7571564,9.7395935
0.32859802,-0.7236327999999999,9.777908
0.27113342,-0.67575073,9.806641
0.28070068,-0.71406555,9.7348175
0.29507446,-0.68533325,9.725235
0.26634216,-0.7188568,9.835373
0.28070068,-0.68533325,9.768326
0.27113342,-0.6996918,9.773117
0.29986572,-0.7092743,9.753967
0.2902832,-0.7188568,9.773117
0.29986572,-0.7380065999999998,9.706085
0.29986572,-0.7523651,9.715652
0.33337402,-0.73321533,9.662979000000002
0.26634216,-0.74757385,9.648621
0.29507446,-0.8002472,9.710876
0.30464172,-0.7954712,9.777908
0.25198364,-0.814621,9.662979000000002
0.25198364,-0.8194122299999999,9.773117
0.22802734,-0.838562,9.763535
0.19451904,-0.8672942999999999,9.715652
0.24719238,-0.89123535,9.696503
0.32380676,-0.8289795,9.725235
0.27113342,-0.8960266,9.653412
0.24240112,-0.8768616,9.763535
