accX,accY,accZ
0.32859802,-1.135437,9.763535
0.2328186,-1.1210785,9.725235
0.31422424,-1.1019287,9.744385
0.23760986,-1.154602,9.715652
0.24719238,-1.1450195,9.672562
0.27592468,-1.1737518,9.701294
0.2040863,-1.2072754,9.720444
0.27113342,-1.2312164,9.629471
0.23760986,-1.1689606,9.634262
0.24719238,-1.2312164,9.696503
0.23760986,-1.2312164,9.672562
0.25675964,-1.2264252000000002,9.610306
0.31422424,-1.2503662,9.615097
0.22802734,-1.1929016,9.643829
0.2615509,-1.2790985,9.643829
0.28549194,-1.245575,9.629471
0.27592468,-1.2790985,9.648621
0.27113342,-1.2647247,9.682144
0.2902832,-1.2647247,9.648621
0.30943298,-1.293457,9.672562
0.30464172,-1.2168427,9.581589
0.30943298,-1.2599335,9.653412
0.25675964,-1.245575,9.648621
0.30943298,-1.2264252000000002,9.610306
0.39083862,-1.1929016,9.653412
0.28549194,-1.2264252000000002,9.591156
0.33337402,-1.2216339,9.615097
0.35253906,-1.1881104,9.66777
0.26634216,-1.2024841,9.658203
0.33337402,-1.2120514,9.66777
0.36210632,-1.1929016,9.595947
0.3764801,-1.1498108,9.68692
0.30943298,-1.130661,9.653412
0.33337402,-1.159378,9.725235
0.3477478,-1.159378,9.691711
0.33337402,-1.1162872,9.662979000000002
0.35731506,-1.1498108,9.634262
0.30464172,-1.0588226,9.68692
0.3190155,-1.0827637,9.677353
0.34295654,-0.9917908,9.691711
0.37168884,-1.0779877000000002,9.7348175
0.31422424,-1.0827637,9.648621
0.29507446,-1.0636139,9.672562
0.29507446,-1.0492554,9.715652
0.29507446,-1.0779877000000002,9.682144
0.35731506,-1.1067047,9.715652
0.34295654,-1.1402283,9.701294
0.35253906,-1.0923462,9.619888
0.36210632,-1.0827637,9.66777
0.29507446,-1.1162872,9.634262
0.33816528,-1.1689606,9.66777
0.3190155,-1.2168427,9.62468
0.31422424,-1.1881104,9.662979000000002
0.30464172,-1.1498108,9.653412
0.30464172,-1.1402283,9.643829
0.32380676,-1.2024841,9.634262
0.24240112,-1.1833191,9.691711
0.2902832,-1.2503662,9.672562
0.28070068,-1.1929016,9.682144
0.26634216,-1.111496,9.682144
0.25675964,-1.2024841,9.648621
0.28070068,-1.130661,9.68692
0.25198364,-1.1833191,9.68692
0.28070068,-1.154602,9.66777
0.24240112,-1.1162872,9.691711
0.27592468,-1.154602,9.682144
0.26634216,-1.159378,9.753967
0.26634216,-1.130661,9.7827
0.31422424,-1.135437,9.758759
0.29507446,-1.1019287,9.691711
0.30464172,-1.0636139,9.7395935
0.30943298,-1.1019287,9.730026
0.2902832,-1.1162872,9.572006
0.30464172,-1.0971375,9.639038
0.28549194,-1.0731964,9.634262
0.28549194,-1.0588226,9.653412
0.27113342,-1.1019287,9.682144
0.29986572,-1.111496,9.662979000000002
0.30943298,-1.111496,9.595947
0.2902832,-1.135437,9.677353
0.2902832,-1.0588226,9.653412
0.2902832,-1.0636139,9.653412
0.30464172,-1.0923462,9.605530000000002
0.30464172,-1.111496,9.619888
0.27592468,-1.1019287,9.682144
0.3190155,-1.1019287,9.677353
0.27113342,-1.1402283,9.715652
0.26634216,-1.0779877000000002,9.62468
0.28070068,-1.0779877000000002,9.725235
0.2902832,-1.0731964,9.634262
0.28549194,-1.0875549000000002,9.677353
0.30464172,-1.0731964,9.662979000000002
0.3190155,-1.0779877000000002,9.691711
0.36689758,-1.0396729,9.68692
0.36210632,-0.9869995,9.758759
0.30464172,-1.0205231,9.710876
0.33337402,-1.0731964,9.662979000000002
0.31422424,-1.0300903,9.720444
0.30464172,-1.0444641,9.730026
0.30943298,-1.0253143,9.696503
0.34295654,-0.99658203,9.710876
0.36210632,-1.0013733,9.720444
0.2902832,-1.0109406,9.7348175
0.29507446,-0.9869995,9.720444
0.35253906,-0.9917908,9.672562
0.26634216,-0.9869995,9.677353
0.29986572,-0.972641,9.653412
0.27592468,-1.0396729,9.677353
0.27113342,-1.0396729,9.763535
0.2902832,-0.972641,9.701294
0.28070068,-0.98220825,9.730026
0.32380676,-1.0013733,9.672562
0.30943298,-1.0157318,9.682144
0.2902832,-0.9869995,9.7348175
0.26634216,-1.0205231,9.710876
0.29507446,-0.972641,9.677353
0.30464172,-1.0300903,9.720444
0.28070068,-0.9869995,9.768326
0.31422424,-0.9869995,9.682144
